7, 3976,  276;
$9,  258,  601, HL’bš’’‚ŠÚj
$3,64644,50024,64644,50024;
$4,23935,59775,59136,  338;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1186,  829, 1186,  829;
$8, 2926, 3976, 3976,  276;
$9,  256,  594,  102,32201;
$1,  834, 1177, 2129,  490;
$2, 2062, 2012, 1972,  369;
$3,64644,50024,64644,50024;
$4,23423,61055,59648,  369;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1182,  831, 1182,  831;
$8, 2927, 3976, 3976,  276;
$9,  252,  597,  102,32201;
$1,  834, 1178, 2082,  496;
$2, 2056, 2007, 1967,  389;
$3,64644,50024,64644,50024;
$4,22399,60031,58624,  389;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1179,  833, 1179,  833;
$8, 2919, 3975, 3976,  276;
$9,  257,  593,  102,32201;
$1,  834, 1178, 2068,  497;
$2, 2059, 2009, 1974,  454;
$3,64644,50024,64644,50024;
$4,21887,60287,58880,  454;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1187,  832, 1187,  832;
$8, 2928, 3977, 3976,  276;
$9,  246,  595,  102,32201;
$1,  834, 1177, 2073,  499;
$2, 2054, 2004, 1973,  508;
$3,64644,50024,64644,50024;
$4,22911,60287,59392,  508;
$5,65535,    1,53188,    0;
$6, 2236, 2067, 2236, 2067;
$7, 1179,  833, 1179,  833;
$8, 2919, 3977, 3976,  276;
$9,  250,  591,  102,32201;
$1,  834, 1176, 2178,  427;
$2, 2063, 2009, 1976,  562;
$3,64644,50024,64644,50024;
$4,23679,60287,59136,  562;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1182,  835, 1182,  835;
$8, 2927, 3977, 3976,  276;
$9,  253,  605,  102,32201;
$1,  833, 1178, 2098,  502;
$2, 2061, 2007, 1973,  602;
$3,64644,50024,64644,50024;
$4,22143,59775,65280,  602;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1186,  832, 1186,  832;
$8, 2931, 3976, 3976,  276;
$9,  257,  596,  102,32201;
$1,  834, 1176, 2086,  501;
$2, 2054, 2009, 1966,  634;
$3,64644,50024,64644,50024;
$4,22399,61055,59136,  634;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1177,  836, 1177,  836;
$8, 2924, 3976, 3976,  276;
$9,  248,  597,  102,32201;
$1,  835, 1178, 2105,  494;
$2, 2060, 2010, 1972,  653;
$3,64644,50024,64644,50024;
$4,22911,60799,58880,  653;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1180,  834, 1180,  834;
$8, 2928, 3976, 3976,  276;
$9,  246,  598,  102,32201;
$1,  834, 1178, 2075,  499;
$2, 2065, 2009, 1968,  658;
$3,64644,50024,64644,50024;
$4,23167,60799,58624,  658;
$5,65535,    1,53188,    0;
$6, 2234, 2069, 2234, 2069;
$7, 1182,  833, 1182,  833;
$8, 2930, 3976, 3977,  276;
$9,  257,  596,  102,32201;
$1,  834, 1178, 2073,  500;
$2, 2064, 2012, 1971,  666;
$3,64644,50024,64644,50024;
$4,22911,60031,59904,  666;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1188,  834, 1188,  834;
$8, 2924, 3975, 3975,  276;
$9,  247,  606,  102,32201;
$1,  834, 1178, 2095,  502;
$2, 2057, 2006, 1967,  671;
$3,64644,50024,64644,50024;
$4,22399,59775,59136,  671;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1178,  833, 1178,  833;
$8, 2930, 3977, 3976,  276;
$9,  256,  604,  102,32201;
$1,  834, 1178, 2121,  490;
$2, 2059, 2013, 1972,  671;
$3,64644,50024,64644,50024;
$4,21887,59775,58112,  671;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1187,  835, 1187,  835;
$8, 2919, 3976, 3976,  276;
$9,  256,  590,  102,32201;
$1,  834, 1180, 2087,  501;
$2, 2061, 2012, 1970,  674;
$3,64644,50024,64644,50024;
$4,22399,60031,58112,  674;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1178,  834, 1178,  834;
$8, 2928, 3976, 3976,  276;
$9,  246,  596,  102,32201;
$1,  834, 1180, 2077,  499;
$2, 2059, 2008, 1970,  669;
$3,64644,50024,64644,50024;
$4,23935,60031,58368,  669;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1182,  833, 1182,  833;
$8, 2931, 3976, 3976,  276;
$9,  252,  595,  102,32201;
$1,  834, 1178, 2059,  501;
$2, 2054, 2007, 1973,  666;
$3,64644,50024,64644,50024;
$4,22911,60287,58112,  666;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1183,  834, 1183,  834;
$8, 2928, 3976, 3977,  276;
$9,  246,  599,  102,32201;
$1,  834, 1178, 2204,  423;
$2, 2068, 2007, 1972,  674;
$3,64644,50024,64644,50024;
$4,23935,60799,57600,  674;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1183,  836, 1183,  836;
$8, 2928, 3976, 3976,  276;
$9,  246,  599,  102,32201;
$1,  834, 1176, 2092,  500;
$2, 2064, 2009, 1968,  670;
$3,64644,50024,64644,50024;
$4,23423,60031,60160,  670;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1180,  834, 1180,  834;
$8, 2928, 3976, 3975,  276;
$9,  246,  600,  102,32201;
$1,  834, 1179, 2080,  498;
$2, 2062, 2010, 1970,  670;
$3,64644,50024,64644,50024;
$4,22399,59263,59392,  670;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1182,  834, 1182,  834;
$8, 2926, 3976, 3976,  276;
$9,  254,  594,  102,32201;
$1,  834, 1177, 2089,  498;
$2, 2057, 2007, 1974,  670;
$3,64644,50024,64644,50024;
$4,21887,59775,59648,  670;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1183,  827, 1183,  827;
$8, 2919, 3977, 3976,  276;
$9,  257,  598,  102,32201;
$1,  834, 1180, 2070,  495;
$2, 2063, 2011, 1979,  675;
$3,64644,50024,64644,50024;
$4,23423,60031,58624,  675;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1188,  832, 1188,  832;
$8, 2929, 3976, 3976,  276;
$9,  254,  594,  102,32201;
$1,  834, 1177, 2098,  499;
$2, 2058, 2011, 1972,  671;
$3,64644,50024,64644,50024;
$4,22399,60287,58880,  671;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1179,  830, 1179,  830;
$8, 2923, 3976, 3976,  276;
$9,  256,  593,  102,32201;
$1,  836, 1176, 2089,  502;
$2, 2057, 2011, 1973,  585;
$3,64644,50024,64644,50024;
$4,23167,61311,59136,  585;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1182,  826, 1182,  826;
$8, 2927, 3977, 3976,  276;
$9,  258,  598,  102,32201;
$1,  834, 1177, 2151,  488;
$2, 2060, 2014, 1974,  443;
$3,64644,50024,64644,50024;
$4,22911,59775,58880,  443;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1185,  832, 1185,  832;
$8, 2928, 3976, 3977,  276;
$9,  246,  597,  102,32201;
$1,  834, 1178, 2086,  497;
$2, 2059, 2010, 1971,  366;
$3,64644,50024,64644,50024;
$4,23423,61311,59136,  366;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1178,  832, 1178,  832;
$8, 2931, 3976, 3976,  276;
$9,  258,  592,  102,32201;
$1,  834, 1177, 2070,  498;
$2, 2062, 2009, 1970,  312;
$3,64644,50024,64644,50024;
$4,23167,60287,58880,  312;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1182,  833, 1182,  833;
$8, 2923, 3977, 3976,  275;
$9,  257,  599,  102,32201;
$1,  834, 1177, 2083,  494;
$2, 2061, 2008, 1968,  262;
$3,64644,50024,64644,50024;
$4,22399,60031,34560,  262;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1183,  825, 1183,  825;
$8, 2919, 3976, 3976,  276;
$9,  258,  604,  102,32201;
$1,  833, 1178, 2166,  427;
$2, 2068, 2011, 1976,  209;
$3,64644,50024,64644,50024;
$4,55679,60287,59136,  209;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1188,  833, 1188,  833;
$8, 2922, 3976, 3976,  276;
$9,  254,  590,  102,32201;
$1,  834, 1178, 2105,  499;
$2, 2061, 2011, 1972,  186;
$3,64644,50024,64644,50024;
$4,22911,61055,58880,  186;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1176,  830, 1176,  830;
$8, 2919, 3977, 3976,  276;
$9,  257,  592,  102,32201;
$1,  833, 1177, 2089,  497;
$2, 2059, 2010, 1969,  166;
$3,64644,50024,64644,50024;
$4,21375,59775,57344,  166;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1180,  835, 1180,  835;
$8, 2927, 3976, 3976,  276;
$9,  256,  586,  102,32201;
$1,  835, 1177, 2099,  493;
$2, 2055, 2010, 1973,  147;
$3,64644,50024,64644,50024;
$4,23167,61311,57344,  147;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1182,  831, 1182,  831;
$8, 2929, 3976, 3976,  276;
$9,  256,  601,  102,32201;
$1,  834, 1180, 2059,  498;
$2, 2063, 2011, 1974,  137;
$3,64644,50024,64644,50024;
$4,22911,60287,59136,  137;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1188,  834, 1188,  834;
$8, 2924, 3976, 3976,  276;
$9,  248,  597,  102,32201;
$1,  834, 1178, 2072,  495;
$2, 2065, 2011, 1972,  126;
$3,64644,50024,64644,50024;
$4,22399,60287,58624,  126;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1178,  833, 1178,  833;
$8, 2923, 3977, 3977,  276;
$9,  257,  592,  102,32201;
$1,  834, 1177, 2138,  500;
$2, 2059, 2008, 1975,  125;
$3,64644,50024,64644,50024;
$4,22911,60287,60160,  125;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1182,  835, 1182,  835;
$8, 2927, 3977, 3976,  276;
$9,  258,  593,  102,32201;
$1,  835, 1180, 2115,  485;
$2, 2060, 2007, 1970,  123;
$3,64644,50024,64644,50024;
$4,22911,60287,58368,  123;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1183,  835, 1183,  835;
$8, 2919, 3977, 3976,  276;
$9,  257,  600,  102,32201;
$1,  834, 1177, 2095,  499;
$2, 2065, 2010, 1964,  120;
$3,64644,50024,64644,50024;
$4,22399,59263,58624,  120;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1177,  835, 1177,  835;
$8, 2919, 3977, 3976,  276;
$9,  257,  596,  102,32201;
$1,  835, 1177, 2084,  498;
$2, 2065, 2009, 1975,  120;
$3,64644,50024,64644,50024;
$4,22911,60287,57600,  120;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1183,  833, 1183,  833;
$8, 2923, 3976, 3976,  276;
$9,  257,  598,  102,32201;
$1,  835, 1177, 2090,  495;
$2, 2063, 2009, 1970,  122;
$3,64644,50024,64644,50024;
$4,22911,60799,58624,  122;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1183,  834, 1183,  834;
$8, 2923, 3976, 3976,  275;
$9,  252,  598,  102,32201;
$1,  834, 1177, 2175,  420;
$2, 2060, 2011, 1976,  121;
$3,64644,50024,64644,50024;
$4,22399,60287,59136,  121;
$5,65535,    1,53188,    0;
$6, 2234, 2069, 2234, 2069;
$7, 1182,  836, 1182,  836;
$8, 2928, 3976, 3976,  276;
$9,  247,  603,  102,32201;
$1,  834, 1180, 2077,  496;
$2, 2057, 2007, 1972,  120;
$3,64644,50024,64644,50024;
$4,23935,60287,58880,  120;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1183,  827, 1183,  827;
$8, 2919, 3976, 3976,  276;
$9,  257,  602,  102,32201;
$1,  834, 1177, 2094,  496;
$2, 2061, 2012, 1969,  123;
$3,64644,50024,64644,50024;
$4,22911,61311,60160,  123;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1188,  828, 1188,  828;
$8, 2919, 3976, 3976,  276;
$9,  257,  584,  102,32201;
$1,  834, 1176, 2100,  493;
$2, 2058, 2009, 1975,  122;
$3,64644,50024,64644,50024;
$4,23423,59007,59136,  122;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1178,  833, 1178,  833;
$8, 2927, 3976, 3976,  276;
$9,  258,  595,  102,32201;
$1,  834, 1177, 2082,  497;
$2, 2068, 2008, 1966,  121;
$3,64644,50024,64644,50024;
$4,21887,60543,58624,  121;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1180,  837, 1180,  837;
$8, 2919, 3977, 3976,  276;
$9,  252,  597,  102,32201;
$1,  834, 1178, 2087,  496;
$2, 2054, 2013, 1970,  121;
$3,64644,50024,64644,50024;
$4,22399,60799,58112,  121;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1179,  835, 1179,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  598,  102,32201;
$1,  834, 1178, 2100,  495;
$2, 2057, 2008, 1973,  128;
$3,64644,50024,64644,50024;
$4,22399,59263,59136,  128;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1187,  832, 1187,  832;
$8, 2928, 3976, 3976,  275;
$9,  247,  593,  102,32201;
$1,  833, 1180, 2147,  486;
$2, 2064, 2009, 1970,  147;
$3,64644,50024,64644,50024;
$4,23679,60287,57856,  147;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1177,  835, 1177,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  593,  102,32201;
$1,  834, 1178, 2080,  494;
$2, 2063, 2010, 1978,  182;
$3,64644,50024,64644,50024;
$4,23935,60799,58624,  182;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1188,  833, 1188,  833;
$8, 2919, 3975, 3975,  275;
$9,  257,  596,  102,32201;
$1,  834, 1177, 2077,  495;
$2, 2065, 2011, 1968,  205;
$3,64644,50024,64644,50024;
$4,22399,60543,59136,  205;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1177,  834, 1177,  834;
$8, 2920, 3977, 3976,  276;
$9,  247,  590,  102,32201;
$1,  834, 1178, 2085,  494;
$2, 2066, 2009, 1967,  235;
$3,64644,50024,64644,50024;
$4,22399,59263,57856,  235;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1182,  834, 1182,  834;
$8, 2928, 3976, 3976,  276;
$9,  246,  597,  102,32201;
$1,  834, 1177, 2173,  423;
$2, 2055, 2007, 1969,  283;
$3,64644,50024,64644,50024;
$4,22911,60287,58112,  283;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1183,  835, 1183,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  602,  102,32201;
$1,  835, 1180, 2086,  497;
$2, 2067, 2013, 1971,  339;
$3,64644,50024,64644,50024;
$4,23423,60031,58880,  339;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1184,  832, 1184,  832;
$8, 2920, 3976, 3976,  276;
$9,  247,  608,  102,32201;
$1,  834, 1177, 2081,  495;
$2, 2061, 2006, 1967,  379;
$3,64644,50024,64644,50024;
$4,22911,60287,58624,  379;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1179,  833, 1179,  833;
$8, 2923, 3976, 3976,  275;
$9,  258,  602,  102,32201;
$1,  836, 1177, 2089,  496;
$2, 2057, 2010, 1973,  426;
$3,64644,50024,64644,50024;
$4,21887,60543,58880,  426;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1182,  829, 1182,  829;
$8, 2927, 3976, 3976,  276;
$9,  258,  606,  102,32201;
$1,  835, 1176, 2126,  499;
$2, 2065, 2013, 1973,  475;
$3,64644,50024,64644,50024;
$4,23935,60287,59136,  475;
$5,65535,    1,53188,    0;
$6, 2236, 2067, 2236, 2067;
$7, 1186,  828, 1186,  828;
$8, 2932, 3976, 3976,  276;
$9,  248,  597,  102,32201;
$1,  834, 1177, 2082,  492;
$2, 2065, 2011, 1973,  512;
$3,64644,50024,64644,50024;
$4,22911,60287,58880,  512;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1180,  827, 1180,  827;
$8, 2919, 3977, 3976,  276;
$9,  252,  601,  102,32201;
$1,  835, 1178, 2112,  497;
$2, 2053, 2007, 1969,  523;
$3,64644,50024,64644,50024;
$4,22399,60031,59136,  523;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1183,  835, 1183,  835;
$8, 2919, 3977, 3976,  276;
$9,  257,  595,  102,32201;
$1,  835, 1180, 2118,  482;
$2, 2056, 2013, 1974,  529;
$3,64644,50024,64644,50024;
$4,22911,59775,59392,  529;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1178,  832, 1178,  832;
$8, 2931, 3977, 3977,  276;
$9,  252,  598,  102,32201;
$1,  834, 1176, 2085,  493;
$2, 2063, 2011, 1966,  537;
$3,64644,50024,64644,50024;
$4,22399,60287,58624,  537;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1182,  833, 1182,  833;
$8, 2923, 3976, 3976,  276;
$9,  258,  592,  102,32201;
$1,  834, 1177, 2080,  496;
$2, 2060, 2010, 1972,  535;
$3,64644,50024,64644,50024;
$4,23167,60799,58880,  535;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1183,  833, 1183,  833;
$8, 2923, 3976, 3976,  276;
$9,  258,  594,  102,32201;
$1,  834, 1177, 2093,  494;
$2, 2057, 2009, 1970,  539;
$3,64644,50024,64644,50024;
$4,22399,60799,58880,  539;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1188,  834, 1188,  834;
$8, 2924, 3976, 3977,  276;
$9,  248,  595,  102,32201;
$1,  834, 1176, 2165,  419;
$2, 2062, 2008, 1976,  539;
$3,64644,50024,64644,50024;
$4,22399,60031,58880,  539;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1178,  835, 1178,  835;
$8, 2927, 3975, 3976,  276;
$9,  257,  596,  102,32201;
$1,  834, 1176, 2070,  495;
$2, 2062, 2012, 1972,  544;
$3,64644,50024,64644,50024;
$4,23423,60287,58624,  544;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1182,  828, 1182,  828;
$8, 2934, 3977, 3975,  276;
$9,  257,  589,  102,32201;
$1,  834, 1177, 2093,  493;
$2, 2060, 2008, 1974,  543;
$3,64644,50024,64644,50024;
$4,23423,60031,59648,  543;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1183,  834, 1183,  834;
$8, 2928, 3977, 3976,  276;
$9,  246,  590,  102,32201;
$1,  834, 1176, 2094,  490;
$2, 2050, 2011, 1978,  542;
$3,64644,50024,64644,50024;
$4,22911,59007,58368,  542;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1177,  832, 1177,  832;
$8, 2923, 3976, 3976,  276;
$9,  258,  593,  102,32201;
$1,  834, 1176, 2084,  490;
$2, 2059, 2011, 1973,  541;
$3,64644,50024,64644,50024;
$4,21887,61823,54528,  541;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1182,  832, 1182,  832;
$8, 2923, 3976, 3976,  276;
$9,  257,  588,  102,32201;
$1,  834, 1177, 2099,  495;
$2, 2064, 2012, 1968,  539;
$3,64644,50024,64644,50024;
$4,23423,60287,58368,  539;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1182,  833, 1182,  833;
$8, 2930, 3977, 3976,  275;
$9,  256,  594,  102,32201;
$1,  833, 1177, 2103,  495;
$2, 2063, 2010, 1970,  527;
$3,64644,50024,64644,50024;
$4,23679,60543,59136,  527;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1188,  831, 1188,  831;
$8, 2919, 3976, 3976,  276;
$9,  255,  595,  102,32201;
$1,  834, 1178, 2142,  482;
$2, 2059, 2009, 1974,  458;
$3,64644,50024,64644,50024;
$4,23167,61311,58880,  458;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1177,  835, 1177,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  589,  102,32201;
$1,  834, 1177, 2091,  496;
$2, 2063, 2010, 1971,  371;
$3,64644,50024,64644,50024;
$4,21887,60287,59136,  371;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1180,  831, 1180,  831;
$8, 2930, 3977, 3976,  276;
$9,  254,  596,  102,32201;
$1,  835, 1177, 2085,  493;
$2, 2059, 2007, 1974,  318;
$3,64644,50024,64644,50024;
$4,21887,61055,58880,  318;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1183,  828, 1183,  828;
$8, 2921, 3977, 3977,  276;
$9,  256,  599,  102,32201;
$1,  835, 1178, 2115,  495;
$2, 2064, 2008, 1972,  263;
$3,64644,50024,64644,50024;
$4,21887,59519,59648,  263;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1188,  835, 1188,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  582,  102,32201;
$1,  835, 1176, 2179,  421;
$2, 2062, 2010, 1975,  213;
$3,64644,50024,64644,50024;
$4,22399,60799,59392,  213;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1178,  832, 1178,  832;
$8, 2931, 3976, 3977,  275;
$9,  257,  599,  102,32201;
$1,  835, 1178, 2102,  498;
$2, 2068, 2011, 1980,  183;
$3,64644,50024,64644,50024;
$4,22911,60543,57600,  183;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1187,  835, 1187,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  588,  102,32201;
$1,  835, 1177, 2087,  491;
$2, 2066, 2012, 1973,  165;
$3,64644,50024,64644,50024;
$4,23167,60031,57344,  165;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1176,  832, 1176,  832;
$8, 2923, 3976, 3976,  276;
$9,  258,  591,  102,32201;
$1,  834, 1176, 2090,  493;
$2, 2063, 2012, 1976,  149;
$3,64644,50024,64644,50024;
$4,22399,61311,58624,  149;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1182,  831, 1182,  831;
$8, 2925, 3976, 3976,  276;
$9,  252,  585,  102,32201;
$1,  834, 1177, 2083,  492;
$2, 2061, 2010, 1973,  133;
$3,64644,50024,64644,50024;
$4,22911,60799,60160,  133;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1183,  833, 1183,  833;
$8, 2923, 3977, 3976,  275;
$9,  257,  592,  102,32201;
$1,  834, 1176, 2084,  496;
$2, 2060, 2009, 1976,  125;
$3,64644,50024,64644,50024;
$4,22911,60287,58624,  125;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1185,  834, 1185,  834;
$8, 2918, 3976, 3976,  276;
$9,  253,  593,  102,32201;
$1,  835, 1176, 2110,  493;
$2, 2057, 2009, 1974,  121;
$3,64644,50024,64644,50024;
$4,22911,59519,58880,  121;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1179,  833, 1179,  833;
$8, 2919, 3976, 3977,  276;
$9,  256,  594,  102,32201;
$1,  834, 1177, 2158,  479;
$2, 2066, 2013, 1976,  120;
$3,64644,50024,64644,50024;
$4,23423,60031,59136,  120;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1182,  828, 1182,  828;
$8, 2934, 3977, 3976,  276;
$9,  257,  602,  102,32201;
$1,  834, 1176, 2084,  493;
$2, 2067, 2012, 1974,  120;
$3,64644,50024,64644,50024;
$4,22911,59775,58624,  120;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1187,  832, 1187,  832;
$8, 2923, 3976, 3977,  276;
$9,  258,  597,  102,32201;
$1,  834, 1176, 2088,  493;
$2, 2060, 2009, 1972,  116;
$3,64644,50024,64644,50024;
$4,23423,60799,61184,  116;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1178,  830, 1178,  830;
$8, 2931, 3976, 3976,  276;
$9,  257,  593,  102,32201;
$1,  834, 1176, 2091,  493;
$2, 2066, 2010, 1973,  119;
$3,64644,50024,64644,50024;
$4,23167,60031,58624,  119;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1182,  832, 1182,  832;
$8, 2929, 3977, 3977,  276;
$9,  256,  591,  102,32201;
$1,  834, 1176, 2137,  419;
$2, 2069, 2012, 1975,  117;
$3,64644,50024,64644,50024;
$4,23423,60031,57856,  117;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1182,  834, 1182,  834;
$8, 2934, 3976, 3977,  276;
$9,  256,  598,  102,32201;
$1,  834, 1176, 2079,  495;
$2, 2059, 2012, 1971,  118;
$3,64644,50024,64644,50024;
$4,23423,60287,58624,  118;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1184,  833, 1184,  833;
$8, 2921, 3976, 3976,  276;
$9,  252,  597,  102,32201;
$1,  834, 1176, 2091,  491;
$2, 2063, 2008, 1967,  120;
$3,64644,50024,64644,50024;
$4,22399,59775,59136,  120;
$5,65535,    1,53188,    0;
$6, 2234, 2067, 2234, 2067;
$7, 1179,  836, 1179,  836;
$8, 2928, 3977, 3976,  276;
$9,  246,  591,  102,32201;
$1,  834, 1176, 2099,  492;
$2, 2065, 2007, 1966,  119;
$3,64644,50024,64644,50024;
$4,22399,60543,59136,  119;
$5,65535,    1,53188,    0;
$6, 2235, 2067, 2235, 2067;
$7, 1182,  832, 1182,  832;
$8, 2931, 3977, 3976,  275;
$9,  257,  597,  102,32201;
$1,  835, 1175, 2087,  493;
$2, 2065, 2009, 1974,  117;
$3,64644,50024,64644,50024;
$4,22143,61055,59136,  117;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1185,  835, 1185,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  591,  102,32201;
$1,  834, 1176, 2098,  493;
$2, 2070, 2011, 1976,  116;
$3,64644,50024,64644,50024;
$4,23423,60799,59136,  116;
$5,65535,    1,53188,    0;
$6, 2234, 2068, 2234, 2068;
$7, 1176,  833, 1176,  833;
$8, 2919, 3976, 3976,  276;
$9,  258,  593,  102,32201;
$1,  834, 1176, 2094,  492;
$2, 2058, 2011, 1972,  116;
$3,64644,50024,64644,50024;
$4,22399,60799,59136,  116;
$5,65535,    1,53188,    0;
